# time                          signal
1.798041999999999916e+03  6.569230769230769873e+00
1.798123000000000047e+03  6.400000000000000355e+00
1.798203999999999951e+03  5.938461538461538680e+00
1.798288000000000011e+03  5.400000000000000355e+00
1.798371000000000095e+03  6.115384615384614975e+00
1.798454999999999927e+03  6.638461538461537970e+00
1.798538000000000011e+03  6.461538461538461675e+00
1.798623000000000047e+03  7.823076923076923705e+00
1.798707000000000107e+03  1.009230769230769198e+01
1.798789999999999964e+03  9.576923076923076650e+00
1.798874000000000024e+03  1.049230769230769234e+01
1.798958000000000084e+03  1.185384615384615259e+01
1.799041999999999916e+03  1.212307692307692264e+01
1.799123000000000047e+03  1.212307692307692264e+01
1.799203999999999951e+03  1.173846153846153761e+01
1.799288000000000011e+03  1.202307692307692122e+01
1.799371000000000095e+03  1.217692307692307629e+01
1.799454999999999927e+03  1.167692307692307807e+01
1.799538000000000011e+03  1.129230769230769305e+01
1.799623000000000047e+03  1.227692307692307949e+01
1.799707000000000107e+03  1.244615384615384457e+01
1.799789999999999964e+03  9.661538461538460965e+00
1.799874000000000024e+03  9.223076923076924061e+00
1.799958000000000084e+03  1.120769230769230695e+01
1.800041999999999916e+03  1.253846153846153832e+01
1.800123000000000047e+03  1.476923076923077005e+01
1.800203999999999951e+03  1.624615384615384528e+01
1.800288000000000011e+03  1.782307692307692193e+01
1.800371000000000095e+03  1.857692307692307665e+01
1.800454999999999927e+03  2.336923076923077147e+01
1.800538000000000011e+03  2.573076923076922995e+01
1.800623000000000047e+03  2.856153846153846132e+01
1.800707000000000107e+03  3.121538461538461462e+01
1.800789999999999964e+03  3.340769230769230802e+01
1.800874000000000024e+03  3.750769230769230944e+01
1.800958000000000084e+03  4.086923076923076792e+01
1.801041999999999916e+03  4.231538461538461604e+01
1.801123000000000047e+03  4.458461538461538964e+01
1.801203999999999951e+03  4.637692307692307736e+01
1.801288000000000011e+03  4.907692307692308020e+01
1.801371000000000095e+03  5.259999999999999432e+01
1.801454999999999927e+03  5.743076923076921503e+01
1.801538000000000011e+03  5.842307692307691980e+01
1.801623000000000047e+03  6.098461538461538112e+01
1.801707000000000107e+03  6.250000000000000000e+01
1.801789999999999964e+03  6.403846153846153300e+01
1.801874000000000024e+03  6.569999999999998863e+01
1.801958000000000084e+03  6.750000000000000000e+01
1.802041999999999916e+03  6.965384615384616041e+01
1.802123000000000047e+03  7.157692307692308020e+01
1.802203999999999951e+03  7.325384615384615472e+01
1.802288000000000011e+03  7.390000000000000568e+01
1.802371000000000095e+03  7.414615384615385096e+01
1.802454999999999927e+03  7.545384615384614335e+01
1.802538000000000011e+03  7.568461538461536975e+01
1.802623000000000047e+03  7.606923076923077076e+01
1.802707000000000107e+03  7.383076923076922071e+01
1.802789999999999964e+03  7.180769230769230660e+01
1.802874000000000024e+03  7.210000000000000853e+01
1.802958000000000084e+03  7.107692307692308020e+01
1.803041999999999916e+03  7.136923076923076792e+01
1.803123000000000047e+03  6.958461538461537543e+01
1.803203999999999951e+03  6.898461538461538112e+01
1.803288000000000011e+03  6.930769230769230660e+01
1.803371000000000095e+03  7.090769230769230091e+01
1.803454999999999927e+03  7.263846153846154152e+01
1.803538000000000011e+03  7.203846153846153300e+01
1.803623000000000047e+03  7.182307692307692548e+01
1.803707000000000107e+03  7.146153846153846700e+01
1.803789999999999964e+03  7.416153846153845564e+01
1.803874000000000024e+03  7.523846153846153584e+01
1.803958000000000084e+03  7.402307692307691411e+01
1.804041999999999916e+03  7.323076923076922640e+01
1.804124000000000024e+03  7.256153846153846132e+01
1.804205999999999904e+03  7.498461538461538112e+01
1.804289999999999964e+03  7.716153846153845564e+01
1.804373000000000047e+03  7.802307692307691411e+01
1.804455999999999904e+03  7.917692307692307452e+01
1.804539999999999964e+03  8.084615384615383959e+01
1.804624000000000024e+03  8.069230769230769340e+01
1.804708000000000084e+03  8.109230769230769909e+01
1.804790999999999940e+03  7.974615384615384528e+01
1.804874000000000024e+03  7.826153846153846416e+01
1.804958000000000084e+03  7.916923076923077929e+01
1.805041999999999916e+03  7.953076923076923777e+01
1.805123000000000047e+03  8.118461538461539817e+01
1.805203999999999951e+03  8.135384615384614904e+01
1.805288000000000011e+03  7.833076923076923492e+01
1.805371000000000095e+03  7.559999999999999432e+01
1.805454999999999927e+03  7.268461538461536975e+01
1.805538000000000011e+03  6.999230769230767635e+01
1.805623000000000047e+03  6.596153846153843858e+01
1.805707000000000107e+03  6.449999999999998579e+01
1.805789999999999964e+03  6.146153846153845990e+01
1.805874000000000024e+03  6.003846153846154010e+01
1.805958000000000084e+03  5.832307692307692548e+01
1.806041999999999916e+03  5.697692307692307878e+01
1.806123000000000047e+03  5.552307692307692832e+01
1.806203999999999951e+03  5.312307692307692264e+01
1.806288000000000011e+03  5.089230769230768203e+01
1.806371000000000095e+03  5.033076923076922782e+01
1.806454999999999927e+03  4.815384615384615330e+01
1.806538000000000011e+03  4.478461538461538538e+01
1.806623000000000047e+03  4.134615384615384670e+01
1.806707000000000107e+03  3.878461538461538538e+01
1.806789999999999964e+03  3.764615384615384386e+01
1.806874000000000024e+03  3.537692307692307736e+01
1.806958000000000084e+03  3.353076923076923066e+01
1.807041999999999916e+03  3.187692307692307381e+01
1.807123000000000047e+03  2.956923076923076721e+01
1.807203999999999951e+03  2.693076923076922924e+01
1.807288000000000011e+03  2.487692307692307381e+01
1.807371000000000095e+03  2.174615384615384883e+01
1.807454999999999927e+03  1.853846153846154010e+01
1.807538000000000011e+03  1.546153846153846345e+01
1.807623000000000047e+03  1.450000000000000178e+01
1.807707000000000107e+03  1.293846153846154046e+01
1.807789999999999964e+03  1.328461538461538538e+01
1.807874000000000024e+03  1.196153846153846168e+01
1.807958000000000084e+03  1.240769230769230802e+01
1.808041999999999916e+03  1.173076923076922995e+01
1.808124000000000024e+03  1.112307692307692264e+01
1.808205999999999904e+03  1.108461538461538431e+01
1.808289999999999964e+03  1.095384615384615401e+01
1.808373000000000047e+03  1.127692307692307594e+01
1.808455999999999904e+03  1.252307692307692477e+01
1.808539999999999964e+03  1.344615384615384635e+01
1.808624000000000024e+03  1.462307692307692442e+01
1.808708000000000084e+03  1.416153846153846274e+01
1.808790999999999940e+03  1.448461538461538467e+01
1.808874000000000024e+03  1.316153846153846274e+01
1.808958000000000084e+03  1.241538461538461569e+01
1.809041999999999916e+03  1.072307692307692406e+01
1.809123000000000047e+03  9.884615384615385025e+00
1.809203999999999951e+03  8.915384615384613909e+00
1.809288000000000011e+03  7.415384615384614797e+00
1.809371000000000095e+03  6.815384615384615152e+00
1.809454999999999927e+03  5.469230769230768452e+00
1.809538000000000011e+03  3.892307692307693134e+00
1.809623000000000047e+03  2.969230769230769340e+00
1.809707000000000107e+03  1.792307692307692379e+00
1.809789999999999964e+03  1.676923076923076961e+00
1.809874000000000024e+03  1.353846153846153921e+00
1.809958000000000084e+03  1.100000000000000089e+00
1.810041999999999916e+03  1.153846153846153910e-01
1.810123000000000047e+03  7.692307692307692735e-02
1.810203999999999951e+03  5.384615384615384220e-02
1.810288000000000011e+03  0.000000000000000000e+00
1.810371000000000095e+03  0.000000000000000000e+00
1.810454999999999927e+03  0.000000000000000000e+00
1.810538000000000011e+03  0.000000000000000000e+00
1.810623000000000047e+03  0.000000000000000000e+00
1.810707000000000107e+03  0.000000000000000000e+00
1.810789999999999964e+03  0.000000000000000000e+00
1.810874000000000024e+03  0.000000000000000000e+00
1.810958000000000084e+03  0.000000000000000000e+00
1.811041999999999916e+03  8.461538461538461453e-01
1.811123000000000047e+03  8.461538461538461453e-01
1.811203999999999951e+03  1.153846153846153744e+00
1.811288000000000011e+03  1.938461538461538458e+00
1.811371000000000095e+03  2.038461538461538325e+00
1.811454999999999927e+03  2.176923076923077183e+00
1.811538000000000011e+03  3.623076923076923084e+00
1.811623000000000047e+03  3.869230769230769695e+00
1.811707000000000107e+03  3.961538461538462119e+00
1.811789999999999964e+03  3.961538461538462119e+00
1.811874000000000024e+03  4.092307692307692868e+00
1.811958000000000084e+03  4.261538461538462386e+00
1.812041999999999916e+03  4.323076923076923705e+00
1.812124000000000024e+03  5.476923076923077005e+00
1.812205999999999904e+03  6.146153846153846523e+00
1.812289999999999964e+03  6.338461538461539035e+00
1.812373000000000047e+03  6.569230769230769873e+00
1.812455999999999904e+03  7.761538461538462386e+00
1.812539999999999964e+03  7.623076923076923528e+00
1.812624000000000024e+03  7.500000000000000000e+00
1.812708000000000084e+03  7.500000000000000000e+00
1.812790999999999940e+03  9.538461538461540101e+00
1.812874000000000024e+03  1.024615384615384706e+01
1.812958000000000084e+03  1.155384615384615365e+01
1.813041999999999916e+03  1.373076923076922995e+01
1.813123000000000047e+03  1.474615384615384528e+01
1.813203999999999951e+03  1.470769230769230695e+01
1.813288000000000011e+03  1.760000000000000142e+01
1.813371000000000095e+03  1.923846153846153939e+01
1.813454999999999927e+03  2.005384615384615898e+01
1.813538000000000011e+03  2.160769230769231086e+01
1.813623000000000047e+03  2.314615384615384741e+01
1.813707000000000107e+03  2.255384615384615898e+01
1.813789999999999964e+03  2.536153846153846203e+01
1.813874000000000024e+03  2.397692307692307523e+01
1.813958000000000084e+03  2.517692307692307452e+01
1.814041999999999916e+03  2.610769230769230731e+01
1.814123000000000047e+03  2.405384615384615188e+01
1.814203999999999951e+03  2.401538461538461888e+01
1.814288000000000011e+03  2.453076923076923066e+01
1.814371000000000095e+03  2.283076923076923137e+01
1.814454999999999927e+03  2.326923076923077005e+01
1.814538000000000011e+03  2.389999999999999858e+01
1.814623000000000047e+03  2.518461538461538396e+01
1.814707000000000107e+03  2.700769230769230589e+01
1.814789999999999964e+03  3.033076923076922782e+01
1.814874000000000024e+03  2.853076923076923066e+01
1.814958000000000084e+03  3.495384615384615046e+01
1.815041999999999916e+03  3.760000000000000142e+01
1.815123000000000047e+03  4.128461538461538538e+01
1.815203999999999951e+03  4.503076923076923066e+01
1.815288000000000011e+03  4.828461538461537828e+01
1.815371000000000095e+03  5.057692307692308020e+01
1.815454999999999927e+03  5.704615384615384244e+01
1.815538000000000011e+03  5.783846153846153015e+01
1.815623000000000047e+03  6.419999999999998863e+01
1.815707000000000107e+03  6.951538461538460467e+01
1.815789999999999964e+03  7.369230769230767919e+01
1.815874000000000024e+03  7.531538461538460183e+01
1.815958000000000084e+03  7.965384615384616041e+01
1.816041999999999916e+03  7.746153846153846700e+01
1.816124000000000024e+03  7.588461538461538680e+01
1.816205999999999904e+03  7.596153846153848122e+01
1.816289999999999964e+03  7.915384615384617462e+01
1.816373000000000047e+03  7.974615384615387370e+01
1.816455999999999904e+03  7.880769230769232081e+01
1.816539999999999964e+03  7.514615384615385096e+01
1.816624000000000024e+03  7.919999999999998863e+01
1.816708000000000084e+03  8.270769230769231228e+01
1.816790999999999940e+03  7.664615384615385096e+01
1.816874000000000024e+03  7.182307692307692548e+01
1.816958000000000084e+03  7.127692307692306883e+01
1.817041999999999916e+03  7.209230769230769909e+01
1.817123000000000047e+03  7.288461538461538680e+01
1.817203999999999951e+03  7.461538461538461320e+01
1.817288000000000011e+03  7.176923076923077360e+01
1.817371000000000095e+03  6.824615384615384528e+01
1.817454999999999927e+03  6.700000000000001421e+01
1.817538000000000011e+03  6.763846153846154152e+01
1.817623000000000047e+03  6.584615384615383959e+01
1.817707000000000107e+03  6.168461538461538396e+01
1.817789999999999964e+03  5.377692307692306883e+01
1.817874000000000024e+03  5.720000000000000284e+01
1.817958000000000084e+03  5.916153846153845564e+01
1.818041999999999916e+03  5.763076923076922498e+01
1.818123000000000047e+03  5.526923076923075939e+01
1.818203999999999951e+03  5.283846153846153726e+01
1.818288000000000011e+03  5.219230769230769340e+01
1.818371000000000095e+03  5.031538461538460894e+01
1.818454999999999927e+03  4.991538461538460325e+01
1.818538000000000011e+03  5.048461538461538112e+01
1.818623000000000047e+03  4.867692307692308162e+01
1.818707000000000107e+03  4.628461538461538538e+01
1.818789999999999964e+03  4.561538461538461320e+01
1.818874000000000024e+03  4.370000000000000995e+01
1.818958000000000084e+03  4.137692307692307736e+01
1.819041999999999916e+03  4.073846153846155005e+01
1.819123000000000047e+03  4.048461538461538112e+01
1.819203999999999951e+03  3.834615384615385381e+01
1.819288000000000011e+03  3.853846153846154010e+01
1.819371000000000095e+03  3.769230769230769340e+01
1.819454999999999927e+03  4.020000000000000284e+01
1.819538000000000011e+03  3.935384615384615614e+01
1.819623000000000047e+03  3.856153846153846132e+01
1.819707000000000107e+03  3.647692307692307878e+01
1.819789999999999964e+03  3.847692307692307878e+01
1.819874000000000024e+03  3.964615384615384386e+01
1.819958000000000084e+03  3.851538461538461178e+01
1.820041999999999916e+03  3.665384615384614619e+01
1.820124000000000024e+03  3.593076923076922924e+01
1.820205999999999904e+03  3.324615384615384528e+01
1.820289999999999964e+03  3.248461538461538822e+01
1.820373000000000047e+03  2.996923076923076934e+01
1.820455999999999904e+03  2.791538461538461746e+01
1.820539999999999964e+03  2.676923076923077005e+01
1.820624000000000024e+03  2.484615384615385025e+01
1.820708000000000084e+03  2.216153846153846274e+01
1.820790999999999940e+03  2.275384615384615472e+01
1.820874000000000024e+03  2.048461538461538467e+01
1.820958000000000084e+03  1.695384615384615401e+01
1.821041999999999916e+03  1.590769230769230802e+01
1.821123000000000047e+03  1.390000000000000213e+01
1.821203999999999951e+03  1.114615384615384741e+01
1.821288000000000011e+03  1.290000000000000213e+01
1.821371000000000095e+03  1.231538461538461426e+01
1.821454999999999927e+03  1.133076923076923137e+01
1.821538000000000011e+03  1.016923076923077041e+01
1.821623000000000047e+03  7.515384615384615330e+00
1.821707000000000107e+03  9.046153846153845990e+00
1.821789999999999964e+03  9.984615384615382894e+00
1.821874000000000024e+03  9.000000000000001776e+00
1.821958000000000084e+03  9.500000000000000000e+00
1.822041999999999916e+03  1.028461538461538360e+01
1.822123000000000047e+03  1.021538461538461640e+01
1.822203999999999951e+03  9.600000000000001421e+00
1.822288000000000011e+03  9.084615384615384315e+00
1.822371000000000095e+03  6.669230769230769518e+00
1.822454999999999927e+03  6.107692307692307310e+00
1.822538000000000011e+03  6.076923076923075762e+00
1.822623000000000047e+03  6.076923076923076650e+00
1.822707000000000107e+03  6.038461538461538325e+00
1.822789999999999964e+03  3.969230769230768896e+00
1.822874000000000024e+03  2.299999999999999822e+00
1.822958000000000084e+03  2.115384615384615419e+00
1.823041999999999916e+03  1.461538461538461453e+00
1.823123000000000047e+03  4.461538461538461231e-01
1.823203999999999951e+03  1.846153846153846534e-01
1.823288000000000011e+03  1.846153846153846534e-01
1.823371000000000095e+03  1.384615384615384692e-01
1.823454999999999927e+03  2.753846153846153832e+00
1.823538000000000011e+03  5.523076923076922995e+00
1.823623000000000047e+03  6.907692307692307132e+00
1.823707000000000107e+03  6.907692307692307132e+00
1.823789999999999964e+03  9.315384615384614264e+00
1.823874000000000024e+03  9.669230769230768630e+00
1.823958000000000084e+03  9.669230769230768630e+00
1.824041999999999916e+03  9.669230769230768630e+00
1.824124000000000024e+03  9.784615384615383604e+00
1.824205999999999904e+03  1.242307692307692335e+01
1.824289999999999964e+03  1.565384615384615330e+01
1.824373000000000047e+03  1.565384615384615330e+01
1.824455999999999904e+03  1.576153846153846239e+01
1.824539999999999964e+03  1.379230769230769305e+01
1.824624000000000024e+03  1.301538461538461711e+01
1.824708000000000084e+03  1.450769230769230944e+01
1.824790999999999940e+03  1.498461538461538467e+01
1.824874000000000024e+03  1.448461538461538467e+01
1.824958000000000084e+03  1.609999999999999787e+01
1.825041999999999916e+03  2.006153846153845777e+01
1.825123000000000047e+03  2.335384615384615259e+01
1.825203999999999951e+03  2.519230769230769340e+01
1.825288000000000011e+03  2.455384615384615188e+01
1.825371000000000095e+03  2.283076923076923137e+01
1.825454999999999927e+03  2.565384615384615330e+01
1.825538000000000011e+03  2.780769230769230305e+01
1.825623000000000047e+03  2.948461538461538112e+01
1.825707000000000107e+03  3.220769230769230518e+01
1.825789999999999964e+03  3.240769230769230091e+01
1.825874000000000024e+03  3.607692307692307310e+01
1.825958000000000084e+03  3.883846153846153015e+01
1.826041999999999916e+03  4.359999999999999432e+01
1.826123000000000047e+03  4.471538461538461462e+01
1.826203999999999951e+03  4.385384615384615614e+01
1.826288000000000011e+03  4.833076923076922782e+01
1.826371000000000095e+03  5.139230769230768203e+01
1.826454999999999927e+03  5.862307692307692264e+01
1.826538000000000011e+03  6.023846153846154294e+01
1.826623000000000047e+03  6.405384615384615188e+01
1.826707000000000107e+03  6.913846153846154152e+01
1.826789999999999964e+03  7.032307692307692548e+01
1.826874000000000024e+03  7.446153846153846700e+01
1.826958000000000084e+03  7.757692307692306599e+01
1.827041999999999916e+03  7.824615384615383107e+01
1.827123000000000047e+03  7.839230769230768203e+01
1.827203999999999951e+03  7.966923076923075087e+01
1.827288000000000011e+03  8.443076923076922924e+01
1.827371000000000095e+03  8.412307692307692264e+01
1.827454999999999927e+03  8.496923076923077645e+01
1.827538000000000011e+03  8.300000000000000000e+01
1.827623000000000047e+03  8.681538461538460183e+01
1.827707000000000107e+03  8.908461538461537543e+01
1.827789999999999964e+03  8.951538461538461888e+01
1.827874000000000024e+03  9.504615384615384244e+01
1.827958000000000084e+03  1.004000000000000057e+02
1.828041999999999916e+03  1.000923076923076991e+02
1.828124000000000024e+03  1.044692307692307764e+02
1.828205999999999904e+03  1.040461538461538566e+02
1.828289999999999964e+03  1.046999999999999886e+02
1.828373000000000047e+03  1.048153846153846018e+02
1.828455999999999904e+03  1.046384615384615415e+02
1.828539999999999964e+03  1.042384615384615358e+02
1.828624000000000024e+03  1.037999999999999829e+02
1.828708000000000084e+03  1.048230769230768971e+02
1.828790999999999940e+03  1.086615384615384556e+02
1.828874000000000024e+03  1.094615384615384670e+02
1.828958000000000084e+03  1.075076923076922952e+02
1.829041999999999916e+03  1.065923076923076991e+02
1.829123000000000047e+03  1.095846153846153612e+02
1.829203999999999951e+03  1.065615384615384613e+02
1.829288000000000011e+03  1.074384615384615245e+02
1.829371000000000095e+03  1.090999999999999943e+02
1.829454999999999927e+03  1.090307692307692236e+02
1.829538000000000011e+03  1.097153846153845933e+02
1.829623000000000047e+03  1.134461538461538197e+02
1.829707000000000107e+03  1.179615384615384386e+02
1.829789999999999964e+03  1.223230769230769113e+02
1.829874000000000024e+03  1.186384615384615415e+02
1.829958000000000084e+03  1.183384615384615444e+02
1.830041999999999916e+03  1.144923076923077048e+02
1.830123000000000047e+03  1.093461538461538396e+02
1.830203999999999951e+03  1.073538461538461632e+02
1.830288000000000011e+03  1.114000000000000057e+02
1.830371000000000095e+03  1.144846153846153811e+02
1.830454999999999927e+03  1.163384615384615444e+02
1.830538000000000011e+03  1.151769230769230745e+02
1.830623000000000047e+03  1.149153846153846246e+02
1.830707000000000107e+03  1.176615384615384556e+02
1.830789999999999964e+03  1.138076923076923066e+02
1.830874000000000024e+03  1.050461538461538566e+02
1.830958000000000084e+03  1.008230769230769397e+02
1.831041999999999916e+03  9.828461538461540670e+01
1.831123000000000047e+03  9.969999999999998863e+01
1.831203999999999951e+03  9.805384615384615188e+01
1.831288000000000011e+03  9.603076923076922355e+01
1.831371000000000095e+03  9.079230769230768772e+01
1.831454999999999927e+03  8.409230769230769909e+01
1.831538000000000011e+03  7.753076923076922355e+01
1.831623000000000047e+03  7.857692307692308020e+01
1.831707000000000107e+03  7.921538461538460751e+01
1.831789999999999964e+03  7.067692307692307452e+01
1.831874000000000024e+03  6.898461538461538112e+01
1.831958000000000084e+03  6.753076923076922355e+01
1.832041999999999916e+03  6.504615384615384244e+01
1.832124000000000024e+03  6.038461538461537259e+01
1.832205999999999904e+03  5.439230769230768203e+01
1.832289999999999964e+03  5.223846153846152873e+01
1.832373000000000047e+03  4.813846153846153442e+01
1.832455999999999904e+03  4.608461538461537543e+01
1.832539999999999964e+03  4.380769230769230660e+01
1.832624000000000024e+03  4.176153846153845706e+01
1.832708000000000084e+03  3.614615384615385096e+01
1.832790999999999940e+03  2.943076923076923279e+01
1.832874000000000024e+03  2.763846153846153797e+01
1.832958000000000084e+03  2.246923076923076934e+01
1.833041999999999916e+03  1.993846153846153868e+01
1.833123000000000047e+03  1.887692307692307381e+01
1.833203999999999951e+03  1.922307692307692406e+01
1.833288000000000011e+03  1.913076923076922853e+01
1.833371000000000095e+03  1.717692307692307807e+01
1.833454999999999927e+03  1.662307692307692619e+01
1.833538000000000011e+03  1.373076923076922995e+01
1.833623000000000047e+03  1.460769230769230553e+01
1.833707000000000107e+03  1.319230769230769162e+01
1.833789999999999964e+03  1.186923076923076970e+01
1.833874000000000024e+03  1.265384615384615685e+01
1.833958000000000084e+03  1.200769230769230944e+01
1.834041999999999916e+03  1.298461538461538467e+01
1.834123000000000047e+03  1.260000000000000142e+01
1.834203999999999951e+03  1.334615384615384670e+01
1.834288000000000011e+03  1.503846153846153832e+01
1.834371000000000095e+03  1.799230769230769411e+01
1.834454999999999927e+03  2.166153846153846274e+01
1.834538000000000011e+03  2.133846153846153726e+01
1.834623000000000047e+03  2.383846153846153371e+01
1.834707000000000107e+03  2.403846153846154010e+01
1.834789999999999964e+03  3.141538461538461391e+01
1.834874000000000024e+03  3.681538461538461604e+01
1.834958000000000084e+03  3.992307692307691980e+01
1.835041999999999916e+03  4.657692307692308020e+01
1.835123000000000047e+03  5.304615384615384954e+01
1.835203999999999951e+03  6.546153846153846700e+01
1.835288000000000011e+03  7.618461538461538396e+01
1.835371000000000095e+03  8.583076923076922071e+01
1.835454999999999927e+03  9.186153846153845848e+01
1.835538000000000011e+03  9.879230769230768772e+01
1.835623000000000047e+03  1.116384615384615415e+02
1.835707000000000107e+03  1.211000000000000085e+02
1.835789999999999964e+03  1.368923076923076962e+02
1.835874000000000024e+03  1.433000000000000114e+02
1.835958000000000084e+03  1.537076923076923265e+02
1.836041999999999916e+03  1.644307692307692719e+02
1.836124000000000024e+03  1.705846153846153754e+02
1.836205999999999904e+03  1.752000000000000171e+02
1.836289999999999964e+03  1.798846153846153868e+02
1.836373000000000047e+03  1.831846153846153697e+02
1.836455999999999904e+03  1.968076923076923208e+02
1.836539999999999964e+03  2.109692307692307907e+02
1.836624000000000024e+03  2.221230769230769511e+02
1.836708000000000084e+03  2.255769230769230660e+02
1.836790999999999940e+03  2.307000000000000171e+02
1.836874000000000024e+03  2.267076923076923265e+02
1.836958000000000084e+03  2.326846153846153982e+02
1.837041999999999916e+03  2.375538461538461377e+02
1.837123000000000047e+03  2.397769230769230830e+02
1.837203999999999951e+03  2.382999999999999829e+02
1.837288000000000011e+03  2.419692307692307622e+02
1.837371000000000095e+03  2.380846153846153754e+02
1.837454999999999927e+03  2.392076923076922981e+02
1.837538000000000011e+03  2.313384615384615017e+02
1.837623000000000047e+03  2.181000000000000227e+02
1.837707000000000107e+03  2.136307692307692605e+02
1.837789999999999964e+03  2.126153846153846132e+02
1.837874000000000024e+03  2.125461538461538851e+02
1.837958000000000084e+03  2.103538461538461490e+02
1.838041999999999916e+03  2.039692307692307622e+02
1.838123000000000047e+03  1.932076923076923265e+02
1.838203999999999951e+03  1.854538461538461718e+02
1.838288000000000011e+03  1.847692307692307736e+02
1.838371000000000095e+03  1.788461538461538396e+02
1.838454999999999927e+03  1.753461538461538396e+02
1.838538000000000011e+03  1.722538461538461547e+02
1.838623000000000047e+03  1.668153846153846303e+02
1.838707000000000107e+03  1.659076923076923151e+02
1.838789999999999964e+03  1.557846153846153925e+02
1.838874000000000024e+03  1.464384615384615529e+02
1.838958000000000084e+03  1.358076923076923208e+02
1.839041999999999916e+03  1.345538461538461661e+02
1.839123000000000047e+03  1.375076923076923094e+02
1.839203999999999951e+03  1.444153846153845961e+02
1.839288000000000011e+03  1.466307692307692037e+02
1.839371000000000095e+03  1.438000000000000114e+02
1.839454999999999927e+03  1.420307692307692093e+02
1.839538000000000011e+03  1.422230769230769170e+02
1.839623000000000047e+03  1.399307692307692434e+02
1.839707000000000107e+03  1.354769230769231001e+02
1.839789999999999964e+03  1.339615384615384528e+02
1.839874000000000024e+03  1.349230769230769340e+02
1.839958000000000084e+03  1.342538461538461547e+02
1.840041999999999916e+03  1.350076923076923094e+02
1.840124000000000024e+03  1.315538461538461661e+02
1.840205999999999904e+03  1.242076923076923265e+02
1.840289999999999964e+03  1.142538461538461689e+02
1.840373000000000047e+03  1.095538461538461519e+02
1.840455999999999904e+03  1.076153846153846274e+02
1.840539999999999964e+03  1.025307692307692378e+02
1.840624000000000024e+03  9.595384615384615756e+01
1.840708000000000084e+03  8.853076923076922355e+01
1.840790999999999940e+03  8.499230769230770477e+01
1.840874000000000024e+03  8.519230769230769340e+01
1.840958000000000084e+03  8.345384615384615756e+01
1.841041999999999916e+03  8.118461538461536975e+01
1.841123000000000047e+03  7.844615384615383391e+01
1.841203999999999951e+03  7.571538461538460751e+01
1.841288000000000011e+03  6.987692307692306315e+01
1.841371000000000095e+03  6.535384615384613483e+01
1.841454999999999927e+03  6.338461538461537259e+01
1.841538000000000011e+03  5.911538461538460609e+01
1.841623000000000047e+03  5.886153846153844427e+01
1.841707000000000107e+03  5.780769230769229949e+01
1.841789999999999964e+03  5.744615384615384102e+01
1.841874000000000024e+03  5.548461538461538112e+01
1.841958000000000084e+03  4.946923076923076934e+01
1.842041999999999916e+03  4.394615384615384812e+01
1.842123000000000047e+03  4.340769230769230091e+01
1.842203999999999951e+03  4.073076923076921929e+01
1.842288000000000011e+03  4.093076923076922213e+01
1.842371000000000095e+03  4.247692307692307878e+01
1.842454999999999927e+03  4.219999999999999574e+01
1.842538000000000011e+03  3.892307692307691980e+01
1.842623000000000047e+03  3.676153846153845706e+01
1.842707000000000107e+03  3.499999999999999289e+01
1.842789999999999964e+03  3.343076923076922924e+01
1.842874000000000024e+03  3.267692307692307452e+01
1.842958000000000084e+03  3.084615384615384670e+01
1.843041999999999916e+03  2.943846153846153868e+01
1.843123000000000047e+03  2.933076923076923492e+01
1.843203999999999951e+03  2.644615384615384812e+01
1.843288000000000011e+03  2.477692307692307594e+01
1.843371000000000095e+03  2.233076923076923137e+01
1.843454999999999927e+03  1.876923076923076650e+01
1.843538000000000011e+03  1.772307692307692051e+01
1.843623000000000047e+03  1.789999999999999858e+01
1.843707000000000107e+03  1.917692307692307452e+01
1.843789999999999964e+03  2.076923076923077005e+01
1.843874000000000024e+03  2.103076923076923066e+01
1.843958000000000084e+03  1.880769230769230660e+01
1.844041999999999916e+03  2.016153846153845919e+01
1.844124000000000024e+03  2.199230769230769056e+01
1.844205999999999904e+03  2.137692307692307381e+01
1.844289999999999964e+03  2.360769230769230731e+01
1.844373000000000047e+03  2.429999999999999716e+01
1.844455999999999904e+03  2.463076923076922853e+01
1.844539999999999964e+03  2.629230769230769482e+01
1.844624000000000024e+03  3.068461538461538751e+01
1.844708000000000084e+03  3.434615384615384670e+01
1.844790999999999940e+03  3.992307692307691980e+01
1.844874000000000024e+03  4.339230769230769624e+01
1.844958000000000084e+03  4.590000000000000568e+01
1.845041999999999916e+03  4.934615384615384670e+01
1.845123000000000047e+03  5.078461538461537828e+01
1.845203999999999951e+03  5.152307692307692122e+01
1.845288000000000011e+03  5.584615384615383959e+01
1.845371000000000095e+03  5.813846153846153442e+01
1.845454999999999927e+03  6.441538461538461036e+01
1.845538000000000011e+03  6.661538461538461320e+01
1.845623000000000047e+03  6.985384615384614904e+01
1.845707000000000107e+03  7.244615384615384812e+01
1.845789999999999964e+03  7.578461538461539249e+01
1.845874000000000024e+03  7.616153846153845564e+01
1.845958000000000084e+03  7.836923076923076792e+01
1.846041999999999916e+03  8.034615384615383959e+01
1.846123000000000047e+03  8.344615384615384812e+01
1.846203999999999951e+03  9.303846153846151878e+01
1.846288000000000011e+03  9.643076923076924345e+01
1.846371000000000095e+03  9.895384615384614335e+01
1.846454999999999927e+03  1.022923076923076735e+02
1.846538000000000011e+03  1.026692307692307793e+02
